Site_ID,eNodeB_CI,quadkey20,Site_Sector,Site_Sector3_Type,geometry
PKR515,52515_12,52515_12,PKR515_1,PKR515_1_M,"POLYGON ((103.2681 0.5296, 103.267821 0.530641, 103.267959 0.530669, 103.2681 0.530678, 103.268241 0.530669, 103.268379 0.530641, 103.2681 0.5296))"
UJT543,53543_12,53543_12,UJT543_1,UJT543_1_M,"POLYGON ((101.00155 1.81341, 101.001644 1.814484, 101.001783 1.814462, 101.001919 1.814423, 101.002048 1.814366, 101.002168 1.814293, 101.00155 1.81341))"
SSI528,486528_12,486528_12,SSI528_1,SSI528_1_M,"POLYGON ((101.99647 1.09404, 101.997088 1.094923, 101.997198 1.094835, 101.997296 1.094733, 101.997379 1.094619, 101.997447 1.094496, 101.99647 1.09404))"
TBK519,57519_12,57519_12,TBK519_1,TBK519_1_M,"POLYGON ((103.46983 0.75978, 103.470871 0.760059, 103.470899 0.759921, 103.470908 0.75978, 103.470899 0.759639, 103.470871 0.759501, 103.46983 0.75978))"
PNN506,72506_12,72506_12,PNN506_1,PNN506_1_M,"POLYGON ((100.64559 -1.44286, 100.646352 -1.442098, 100.646445 -1.442204, 100.646524 -1.442321, 100.646586 -1.442447, 100.646631 -1.442581, 100.64559 -1.44286))"
PNN165,664165_12,664165_12,PNN165_1,PNN165_1_M,"POLYGON ((100.71859 -1.70336, 100.719631 -1.703081, 100.719659 -1.703219, 100.719668 -1.70336, 100.719659 -1.703501, 100.719631 -1.703639, 100.71859 -1.70336))"
RAI102,60102_12,60102_12,RAI102_1,RAI102_1_M,"POLYGON ((108.31337 3.99181, 108.313826 3.992787, 108.313949 3.992719, 108.314063 3.992636, 108.314165 3.992538, 108.314253 3.992428, 108.31337 3.99181))"
TPI541,58541_12,58541_12,TPI541_1,TPI541_1_M,"POLYGON ((104.64714 1.06671, 104.648181 1.066431, 104.648136 1.066297, 104.648074 1.066171, 104.647995 1.066054, 104.647902 1.065948, 104.64714 1.06671))"
RGT154,48154_12,48154_12,RGT154_1,RGT154_1_M,"POLYGON ((102.38352 -0.43391, 102.384561 -0.434189, 102.384516 -0.434323, 102.384454 -0.434449, 102.384375 -0.434566, 102.384282 -0.434672, 102.38352 -0.43391))"
TBH041,477041_12,477041_12,TBH041_1,TBH041_1_M,"POLYGON ((102.79865 -0.68644, 102.799691 -0.686719, 102.799646 -0.686853, 102.799584 -0.686979, 102.799505 -0.687096, 102.799412 -0.687202, 102.79865 -0.68644))"
SLK505,681505_12,681505_12,SLK505_1,SLK505_1_M,"POLYGON ((100.76171 -0.88281, 100.761897 -0.881748, 100.762034 -0.881782, 100.762166 -0.881833, 100.762289 -0.881901, 100.762403 -0.881984, 100.76171 -0.88281))"
SWL196,648196_12,648196_12,SWL196_1,SWL196_1_M,"POLYGON ((100.76641 -0.72102, 100.767344 -0.720481, 100.767406 -0.720607, 100.767451 -0.720741, 100.767479 -0.720879, 100.767488 -0.72102, 100.76641 -0.72102))"
TPI537,58537_12,58537_12,TPI537_1,TPI537_1_M,"POLYGON ((104.57677 1.18556, 104.577226 1.184583, 104.577094 1.184532, 104.576957 1.184498, 104.576817 1.184483, 104.576676 1.184486, 104.57677 1.18556))"
RAI104,60104_12,60104_12,RAI104_1,RAI104_1_M,"POLYGON ((108.26597 3.9269, 108.266588 3.926017, 108.266468 3.925944, 108.266339 3.925887, 108.266203 3.925848, 108.266064 3.925826, 108.26597 3.9269))"
SSI917,55917_12,55917_12,SSI917_1,SSI917_1_M,"POLYGON ((101.83963 0.66355, 101.839351 0.664591, 101.839489 0.664619, 101.83963 0.664628, 101.839771 0.664619, 101.839909 0.664591, 101.83963 0.66355))"
SSI026,55026_12,55026_12,SSI026_1,SSI026_1_M,"POLYGON ((101.58665 0.98654, 101.587412 0.987302, 101.587505 0.987196, 101.587584 0.987079, 101.587646 0.986953, 101.587691 0.986819, 101.58665 0.98654))"
RAI003,60003_12,60003_12,RAI003_1,RAI003_1_M,"POLYGON ((107.97704 4.74183, 107.977579 4.742764, 107.977696 4.742685, 107.977802 4.742592, 107.977895 4.742486, 107.977974 4.742369, 107.97704 4.74183))"
BKG036,479036_12,479036_12,BKG036_1,BKG036_1_M,"POLYGON ((101.08644 0.5146, 101.087202 0.515362, 101.087295 0.515256, 101.087374 0.515139, 101.087436 0.515013, 101.087481 0.514879, 101.08644 0.5146))"
BKG059,49059_12,49059_12,BKG059_1,BKG059_1_M,"POLYGON ((100.88775 0.7863, 100.887656 0.787374, 100.887797 0.787377, 100.887937 0.787362, 100.888074 0.787328, 100.888206 0.787277, 100.88775 0.7863))"
LSK381,70381_12,70381_12,LSK381_1,LSK381_1_M,"POLYGON ((100.14919 0.61116, 100.149952 0.611922, 100.150045 0.611816, 100.150124 0.611699, 100.150186 0.611573, 100.150231 0.611439, 100.14919 0.61116))"
BKG095,49095_12,49095_12,BKG095_1,BKG095_1_M,"POLYGON ((101.14893 0.48904, 101.148651 0.490081, 101.148789 0.490109, 101.14893 0.490118, 101.149071 0.490109, 101.149209 0.490081, 101.14893 0.48904))"
BKG105,49105_12,49105_12,BKG105_1,BKG105_1_M,"POLYGON ((101.03436 0.30367, 101.034454 0.304744, 101.034593 0.304722, 101.034729 0.304683, 101.034858 0.304626, 101.034978 0.304553, 101.03436 0.30367))"
BKG168,479168_12,479168_12,BKG168_1,BKG168_1_M,"POLYGON ((100.70213 0.53097, 100.70213 0.532048, 100.702271 0.532039, 100.702409 0.532011, 100.702543 0.531966, 100.702669 0.531904, 100.70213 0.53097))"
BKG209,479209_12,479209_12,BKG209_1,BKG209_1_M,"POLYGON ((101.52358 0.21471, 101.524621 0.214989, 101.524649 0.214851, 101.524658 0.21471, 101.524649 0.214569, 101.524621 0.214431, 101.52358 0.21471))"
BKG595,49595_12,49595_12,BKG595_1,BKG595_1_M,"POLYGON ((100.78252 0.46472, 100.783282 0.465482, 100.783375 0.465376, 100.783454 0.465259, 100.783516 0.465133, 100.783561 0.464999, 100.78252 0.46472))"
BKG758,49758_12,49758_12,BKG758_1,BKG758_1_M,"POLYGON ((101.31583 0.43816, 101.315551 0.439201, 101.315689 0.439229, 101.31583 0.439238, 101.315971 0.439229, 101.316109 0.439201, 101.31583 0.43816))"
NTJ001,979001_12,979001_12,NTJ001_1,NTJ001_1_M,"POLYGON ((104.91215 -0.27146, 104.913191 -0.271181, 104.913219 -0.271319, 104.913228 -0.27146, 104.913219 -0.271601, 104.913191 -0.271739, 104.91215 -0.27146))"
LSK113,70113_12,70113_12,LSK113_1,LSK113_1_M,"POLYGON ((99.42971 0.22496, 99.430328 0.225843, 99.430438 0.225755, 99.430536 0.225653, 99.430619 0.225539, 99.430687 0.225416, 99.42971 0.22496))"
BLS016,45016_12,45016_12,BLS016_1,BLS016_1_M,"POLYGON ((101.34567 1.47138, 101.345576 1.472454, 101.345717 1.472457, 101.345857 1.472442, 101.345994 1.472408, 101.346126 1.472357, 101.34567 1.47138))"
BLS041,45041_12,45041_12,BLS041_1,BLS041_1_M,"POLYGON ((101.31537 1.29145, 101.315649 1.292491, 101.315783 1.292446, 101.315909 1.292384, 101.316026 1.292305, 101.316132 1.292212, 101.31537 1.29145))"
BLS148,471148_12,471148_12,BLS148_1,BLS148_1_M,"POLYGON ((101.08518 1.19769, 101.084901 1.198731, 101.085039 1.198759, 101.08518 1.198768, 101.085321 1.198759, 101.085459 1.198731, 101.08518 1.19769))"
BLS173,471173_12,471173_12,BLS173_1,BLS173_1_M,"POLYGON ((102.41324 1.10437, 102.414217 1.104826, 102.414268 1.104694, 102.414302 1.104557, 102.414317 1.104417, 102.414314 1.104276, 102.41324 1.10437))"
BLS175,45175_12,45175_12,BLS175_1,BLS175_1_M,"POLYGON ((102.83938 1.02449, 102.839286 1.025564, 102.839427 1.025567, 102.839567 1.025552, 102.839704 1.025518, 102.839836 1.025467, 102.83938 1.02449))"
BLS179,471179_12,471179_12,BLS179_1,BLS179_1_M,"POLYGON ((101.41035 1.23024, 101.410071 1.231281, 101.410209 1.231309, 101.41035 1.231318, 101.410491 1.231309, 101.410629 1.231281, 101.41035 1.23024))"
BLS195,45195_12,45195_12,BLS195_1,BLS195_1_M,"POLYGON ((101.25275 1.19989, 101.253029 1.200931, 101.253163 1.200886, 101.253289 1.200824, 101.253406 1.200745, 101.253512 1.200652, 101.25275 1.19989))"
BLS207,45207_12,45207_12,BLS207_1,BLS207_1_M,"POLYGON ((101.17311 1.33189, 101.17311 1.332968, 101.173251 1.332959, 101.173389 1.332931, 101.173523 1.332886, 101.173649 1.332824, 101.17311 1.33189))"
MSJ037,73037_12,73037_12,MSJ037_1,MSJ037_1_M,"POLYGON ((101.00328 -0.78097, 101.002662 -0.780087, 101.002782 -0.780014, 101.002911 -0.779957, 101.003047 -0.779918, 101.003186 -0.779896, 101.00328 -0.78097))"
BLS679,45679_12,45679_12,BLS679_1,BLS679_1_M,"POLYGON ((101.32973 1.13019, 101.329824 1.131264, 101.329963 1.131242, 101.330099 1.131203, 101.330228 1.131146, 101.330348 1.131073, 101.32973 1.13019))"
BLS709,45709_12,45709_12,BLS709_1,BLS709_1_M,"POLYGON ((102.27196 1.52072, 102.272578 1.521603, 102.272688 1.521515, 102.272786 1.521413, 102.272869 1.521299, 102.272937 1.521176, 102.27196 1.52072))"
BSK002,76002_12,76002_12,BSK002_1,BSK002_1_M,"POLYGON ((100.5965 -0.45423, 100.597562 -0.454417, 100.597528 -0.454554, 100.597477 -0.454686, 100.597409 -0.454809, 100.597326 -0.454923, 100.5965 -0.45423))"
BSK060,76060_12,76060_12,BSK060_1,BSK060_1_M,"POLYGON ((100.57269 -0.36132, 100.573667 -0.360864, 100.573718 -0.360996, 100.573752 -0.361133, 100.573767 -0.361273, 100.573764 -0.361414, 100.57269 -0.36132))"
TBH052,47052_12,47052_12,TBH052_1,TBH052_1_M,"POLYGON ((103.5858 0.25911, 103.586683 0.259728, 103.586756 0.259608, 103.586813 0.259479, 103.586852 0.259343, 103.586874 0.259204, 103.5858 0.25911))"
PPN220,54220_12,54220_12,PPN220_1,PPN220_1_M,"POLYGON ((100.33513 1.08343, 100.336107 1.083886, 100.336158 1.083754, 100.336192 1.083617, 100.336207 1.083477, 100.336204 1.083336, 100.33513 1.08343))"
NTJ009,979009_12,979009_12,NTJ009_1,NTJ009_1_M,"POLYGON ((101.30147 2.00074, 101.301376 2.001814, 101.301517 2.001817, 101.301657 2.001802, 101.301794 2.001768, 101.301926 2.001717, 101.30147 2.00074))"
MSJ267,682267_12,682267_12,MSJ267_1,MSJ267_1_M,"POLYGON ((101.23704 -0.65935, 101.238081 -0.659071, 101.238109 -0.659209, 101.238118 -0.65935, 101.238109 -0.659491, 101.238081 -0.659629, 101.23704 -0.65935))"
DAK003,61003_12,61003_12,DAK003_1,DAK003_1_M,"POLYGON ((104.49367 0.01721, 104.494432 0.017972, 104.494525 0.017866, 104.494604 0.017749, 104.494666 0.017623, 104.494711 0.017489, 104.49367 0.01721))"
RGT012,48012_12,48012_12,RGT012_1,RGT012_1_M,"POLYGON ((102.16221 -0.4003, 102.162828 -0.399417, 102.162938 -0.399505, 102.163036 -0.399607, 102.163119 -0.399721, 102.163187 -0.399844, 102.16221 -0.4003))"
PAY506,71506_12,71506_12,PAY506_1,PAY506_1_M,"POLYGON ((100.61829 -0.2899, 100.619364 -0.289806, 100.619367 -0.289947, 100.619352 -0.290087, 100.619318 -0.290224, 100.619267 -0.290356, 100.61829 -0.2899))"
PKR514,52514_12,52514_12,PKR514_1,PKR514_1_M,"POLYGON ((102.14848 0.29749, 102.149098 0.298373, 102.149208 0.298285, 102.149306 0.298183, 102.149389 0.298069, 102.149457 0.297946, 102.14848 0.29749))"
PKR048,52048_12,52048_12,PKR048_1,PKR048_1_M,"POLYGON ((102.83872 0.24346, 102.839697 0.243916, 102.839748 0.243784, 102.839782 0.243647, 102.839797 0.243507, 102.839794 0.243366, 102.83872 0.24346))"
TPI601,58601_12,58601_12,TPI601_1,TPI601_1_M,"POLYGON ((104.52351 0.40289, 104.524272 0.403652, 104.524365 0.403546, 104.524444 0.403429, 104.524506 0.403303, 104.524551 0.403169, 104.52351 0.40289))"
PKR290,52290_12,52290_12,PKR290_1,PKR290_1_M,"POLYGON ((102.17632 0.16526, 102.176599 0.166301, 102.176733 0.166256, 102.176859 0.166194, 102.176976 0.166115, 102.177082 0.166022, 102.17632 0.16526))"
RGT536,48536_12,48536_12,RGT536_1,RGT536_1_M,"POLYGON ((102.55155 -0.76598, 102.552312 -0.765218, 102.552405 -0.765324, 102.552484 -0.765441, 102.552546 -0.765567, 102.552591 -0.765701, 102.55155 -0.76598))"
PNN060,72060_12,72060_12,PNN060_1,PNN060_1_M,"POLYGON ((100.78912 -1.71418, 100.790194 -1.714086, 100.790197 -1.714227, 100.790182 -1.714367, 100.790148 -1.714504, 100.790097 -1.714636, 100.78912 -1.71418))"
TAK008,50008_12,50008_12,TAK008_1,TAK008_1_M,"POLYGON ((101.50996 -0.58579, 101.510416 -0.584813, 101.510539 -0.584881, 101.510653 -0.584964, 101.510755 -0.585062, 101.510843 -0.585172, 101.50996 -0.58579))"
TBK161,57161_12,57161_12,TBK161_1,TBK161_1_M,"POLYGON ((103.4742 0.90326, 103.474962 0.904022, 103.475055 0.903916, 103.475134 0.903799, 103.475196 0.903673, 103.475241 0.903539, 103.4742 0.90326))"
PAR040,69040_12,69040_12,PAR040_1,PAR040_1_M,"POLYGON ((100.26772 -0.59465, 100.268176 -0.593673, 100.268299 -0.593741, 100.268413 -0.593824, 100.268515 -0.593922, 100.268603 -0.594032, 100.26772 -0.59465))"
LSK180,661180_12,661180_12,LSK180_1,LSK180_1_M,"POLYGON ((99.65031 0.24351, 99.651388 0.24351, 99.651379 0.243369, 99.651351 0.243231, 99.651306 0.243097, 99.651244 0.242971, 99.65031 0.24351))"
RGT525,478525_12,478525_12,RGT525_1,RGT525_1_M,"POLYGON ((102.1494 -0.72092, 102.149121 -0.719879, 102.149259 -0.719851, 102.1494 -0.719842, 102.149541 -0.719851, 102.149679 -0.719879, 102.1494 -0.72092))"
BTM018,59018_12,59018_12,BTM018_1,BTM018_1_M,"POLYGON ((104.05972 0.92443, 104.060482 0.925192, 104.060575 0.925086, 104.060654 0.924969, 104.060716 0.924843, 104.060761 0.924709, 104.05972 0.92443))"
PKR092,52092_12,52092_12,PKR092_1,PKR092_1_M,"POLYGON ((102.30777 0.00663, 102.308388 0.007513, 102.308498 0.007425, 102.308596 0.007323, 102.308679 0.007209, 102.308747 0.007086, 102.30777 0.00663))"
SSI504,55504_12,55504_12,SSI504_1,SSI504_1_M,"POLYGON ((102.13808 1.25722, 102.138359 1.258261, 102.138493 1.258216, 102.138619 1.258154, 102.138736 1.258075, 102.138842 1.257982, 102.13808 1.25722))"
SLK579,681579_12,681579_12,SLK579_1,SLK579_1_M,"POLYGON ((101.38484 -1.28939, 101.384561 -1.288349, 101.384699 -1.288321, 101.38484 -1.288312, 101.384981 -1.288321, 101.385119 -1.288349, 101.38484 -1.28939))"
TPI542,470542_12,470542_12,TPI542_1,TPI542_1_M,"POLYGON ((104.53141 -0.37103, 104.531131 -0.369989, 104.531269 -0.369961, 104.53141 -0.369952, 104.531551 -0.369961, 104.531689 -0.369989, 104.53141 -0.37103))"
PPN248,485248_12,485248_12,PPN248_1,PPN248_1_M,"POLYGON ((100.31591 0.96648, 100.316189 0.967521, 100.316323 0.967476, 100.316449 0.967414, 100.316566 0.967335, 100.316672 0.967242, 100.31591 0.96648))"
SLK506,75506_12,75506_12,SLK506_1,SLK506_1_M,"POLYGON ((100.692 -0.85324, 100.691906 -0.852166, 100.692047 -0.852163, 100.692187 -0.852178, 100.692324 -0.852212, 100.692456 -0.852263, 100.692 -0.85324))"
PNN507,72507_12,72507_12,PNN507_1,PNN507_1_M,"POLYGON ((100.63399 -1.30211, 100.634269 -1.301069, 100.634403 -1.301114, 100.634529 -1.301176, 100.634646 -1.301255, 100.634752 -1.301348, 100.63399 -1.30211))"
PNN508,72508_12,72508_12,PNN508_1,PNN508_1_M,"POLYGON ((100.8524 -1.80487, 100.853334 -1.804331, 100.853396 -1.804457, 100.853441 -1.804591, 100.853469 -1.804729, 100.853478 -1.80487, 100.8524 -1.80487))"
BTX024,737024_12,737024_12,BTX024_1,BTX024_1_M,"POLYGON ((103.82615 0.99738, 103.827191 0.997659, 103.827219 0.997521, 103.827228 0.99738, 103.827219 0.997239, 103.827191 0.997101, 103.82615 0.99738))"
SLK523,75523_12,75523_12,SLK523_1,SLK523_1_M,"POLYGON ((100.6564 -0.88253, 100.656856 -0.881553, 100.656979 -0.881621, 100.657093 -0.881704, 100.657195 -0.881802, 100.657283 -0.881912, 100.6564 -0.88253))"
LSK103,661103_12,661103_12,LSK103_1,LSK103_1_M,"POLYGON ((100.08014 0.02911, 100.081153 0.029479, 100.081192 0.029343, 100.081214 0.029204, 100.081217 0.029063, 100.081202 0.028923, 100.08014 0.02911))"
DAK002,61002_12,61002_12,DAK002_1,DAK002_1_M,"POLYGON ((104.17256 -0.35502, 104.172839 -0.353979, 104.172973 -0.354024, 104.173099 -0.354086, 104.173216 -0.354165, 104.173322 -0.354258, 104.17256 -0.35502))"
DUM123,46123_12,46123_12,DUM123_1,DUM123_1_M,"POLYGON ((102.05234 1.41924, 102.052434 1.420314, 102.052573 1.420292, 102.052709 1.420253, 102.052838 1.420196, 102.052958 1.420123, 102.05234 1.41924))"
DUM202,46202_12,46202_12,DUM202_1,DUM202_1_M,"POLYGON ((101.38095 1.6316, 101.381991 1.631879, 101.382019 1.631741, 101.382028 1.6316, 101.382019 1.631459, 101.381991 1.631321, 101.38095 1.6316))"
LBB035,64035_12,64035_12,LBB035_1,LBB035_1_M,"POLYGON ((100.42139 -0.20333, 100.422452 -0.203143, 100.422467 -0.203283, 100.422464 -0.203424, 100.422442 -0.203563, 100.422403 -0.203699, 100.42139 -0.20333))"
LBB156,64156_12,64156_12,LBB156_1,LBB156_1_M,"POLYGON ((100.06035 -0.32129, 100.061391 -0.321569, 100.061346 -0.321703, 100.061284 -0.321829, 100.061205 -0.321946, 100.061112 -0.322052, 100.06035 -0.32129))"
MSJ002,73002_12,73002_12,MSJ002_1,MSJ002_1_M,"POLYGON ((100.82656 -0.68609, 100.826281 -0.685049, 100.826419 -0.685021, 100.82656 -0.685012, 100.826701 -0.685021, 100.826839 -0.685049, 100.82656 -0.68609))"
LSK011,70011_12,70011_12,LSK011_1,LSK011_1_M,"POLYGON ((100.07126 -0.02578, 100.071073 -0.024718, 100.071213 -0.024703, 100.071354 -0.024706, 100.071493 -0.024728, 100.071629 -0.024767, 100.07126 -0.02578))"
LSK127,70127_12,70127_12,LSK127_1,LSK127_1_M,"POLYGON ((99.86945 0.00555, 99.870333 0.006168, 99.870406 0.006048, 99.870463 0.005919, 99.870502 0.005783, 99.870524 0.005644, 99.86945 0.00555))"
LSK134,70134_12,70134_12,LSK134_1,LSK134_1_M,"POLYGON ((100.18585 0.1083, 100.186827 0.108756, 100.186878 0.108624, 100.186912 0.108487, 100.186927 0.108347, 100.186924 0.108206, 100.18585 0.1083))"
LSK202,70202_12,70202_12,LSK202_1,LSK202_1_M,"POLYGON ((99.4611 0.26195, 99.461556 0.262927, 99.461679 0.262859, 99.461793 0.262776, 99.461895 0.262678, 99.461983 0.262568, 99.4611 0.26195))"
MSJ009,73009_12,73009_12,MSJ009_1,MSJ009_1_M,"POLYGON ((100.9498 -0.73603, 100.950562 -0.735268, 100.950655 -0.735374, 100.950734 -0.735491, 100.950796 -0.735617, 100.950841 -0.735751, 100.9498 -0.73603))"
MSJ093,682093_12,682093_12,MSJ093_1,MSJ093_1_M,"POLYGON ((101.60665 -0.9074, 101.606929 -0.906359, 101.607063 -0.906404, 101.607189 -0.906466, 101.607306 -0.906545, 101.607412 -0.906638, 101.60665 -0.9074))"
MSJ109,73109_12,73109_12,MSJ109_1,MSJ109_1_M,"POLYGON ((101.04269 -0.76828, 101.043452 -0.767518, 101.043545 -0.767624, 101.043624 -0.767741, 101.043686 -0.767867, 101.043731 -0.768001, 101.04269 -0.76828))"
MSJ193,73193_12,73193_12,MSJ193_1,MSJ193_1_M,"POLYGON ((101.11735 -0.7626, 101.118233 -0.761982, 101.118306 -0.762102, 101.118363 -0.762231, 101.118402 -0.762367, 101.118424 -0.762506, 101.11735 -0.7626))"
MSJ269,73269_12,73269_12,MSJ269_1,MSJ269_1_M,"POLYGON ((101.67175 -1.0688, 101.672791 -1.069079, 101.672746 -1.069213, 101.672684 -1.069339, 101.672605 -1.069456, 101.672512 -1.069562, 101.67175 -1.0688))"
PAD076,67076_12,67076_12,PAD076_1,PAD076_1_M,"POLYGON ((100.4402 -0.92512, 100.441241 -0.924841, 100.441269 -0.924979, 100.441278 -0.92512, 100.441269 -0.925261, 100.441241 -0.925399, 100.4402 -0.92512))"
PAR104,660104_12,660104_12,PAR104_1,PAR104_1_M,"POLYGON ((99.97322 -0.43679, 99.974261 -0.436511, 99.974289 -0.436649, 99.974298 -0.43679, 99.974289 -0.436931, 99.974261 -0.437069, 99.97322 -0.43679))"
PAY125,663125_12,663125_12,PAY125_1,PAY125_1_M,"POLYGON ((100.72767 -0.35546, 100.728432 -0.354698, 100.728525 -0.354804, 100.728604 -0.354921, 100.728666 -0.355047, 100.728711 -0.355181, 100.72767 -0.35546))"
PJG002,78002_12,78002_12,PJG002_1,PJG002_1_M,"POLYGON ((101.77679 -1.0992, 101.777246 -1.098223, 101.777369 -1.098291, 101.777483 -1.098374, 101.777585 -1.098472, 101.777673 -1.098582, 101.77679 -1.0992))"
PPN611,485611_12,485611_12,PPN611_1,PPN611_1_M,"POLYGON ((101.11102 0.87925, 101.111299 0.880291, 101.111433 0.880246, 101.111559 0.880184, 101.111676 0.880105, 101.111782 0.880012, 101.11102 0.87925))"
UJT517,53517_12,53517_12,UJT517_1,UJT517_1_M,"POLYGON ((100.41191 1.7206, 100.412189 1.721641, 100.412323 1.721596, 100.412449 1.721534, 100.412566 1.721455, 100.412672 1.721362, 100.41191 1.7206))"
SLK587,681587_12,681587_12,SLK587_1,SLK587_1_M,"POLYGON ((101.25766 -1.57545, 101.257939 -1.574409, 101.258073 -1.574454, 101.258199 -1.574516, 101.258316 -1.574595, 101.258422 -1.574688, 101.25766 -1.57545))"
SLK608,681608_12,681608_12,SLK608_1,SLK608_1_M,"POLYGON ((100.6754 -1.02741, 100.676162 -1.026648, 100.676255 -1.026754, 100.676334 -1.026871, 100.676396 -1.026997, 100.676441 -1.027131, 100.6754 -1.02741))"
SSI662,486662_12,486662_12,SSI662_1,SSI662_1_M,"POLYGON ((101.72306 0.64432, 101.723822 0.645082, 101.723915 0.644976, 101.723994 0.644859, 101.724056 0.644733, 101.724101 0.644599, 101.72306 0.64432))"
TAK191,480191_12,480191_12,TAK191_1,TAK191_1_M,"POLYGON ((101.68657 -0.65087, 101.687188 -0.649987, 101.687298 -0.650075, 101.687396 -0.650177, 101.687479 -0.650291, 101.687547 -0.650414, 101.68657 -0.65087))"
PPN606,54606_12,54606_12,PPN606_1,PPN606_1_M,"POLYGON ((100.75758 0.57595, 100.758198 0.576833, 100.758308 0.576745, 100.758406 0.576643, 100.758489 0.576529, 100.758557 0.576406, 100.75758 0.57595))"
PNN061,72061_12,72061_12,PNN061_1,PNN061_1_M,"POLYGON ((100.84175 -1.87555, 100.842684 -1.875011, 100.842746 -1.875137, 100.842791 -1.875271, 100.842819 -1.875409, 100.842828 -1.87555, 100.84175 -1.87555))"
RAI058,60058_12,60058_12,RAI058_1,RAI058_1_M,"POLYGON ((106.29534 3.24366, 106.295246 3.244734, 106.295387 3.244737, 106.295527 3.244722, 106.295664 3.244688, 106.295796 3.244637, 106.29534 3.24366))"
TPJ129,66129_12,66129_12,TPJ129_1,TPJ129_1_M,"POLYGON ((99.21238 -1.59681, 99.213357 -1.596354, 99.213408 -1.596486, 99.213442 -1.596623, 99.213457 -1.596763, 99.213454 -1.596904, 99.21238 -1.59681))"
PNN131,664131_12,664131_12,PNN131_1,PNN131_1_M,"POLYGON ((100.72286 -1.71623, 100.723622 -1.715468, 100.723715 -1.715574, 100.723794 -1.715691, 100.723856 -1.715817, 100.723901 -1.715951, 100.72286 -1.71623))"
PNN040,72040_12,72040_12,PNN040_1,PNN040_1_M,"POLYGON ((100.80291 -1.82273, 100.803736 -1.823423, 100.803638 -1.823525, 100.803528 -1.823613, 100.803408 -1.823686, 100.803279 -1.823743, 100.80291 -1.82273))"
PNN142,664142_12,664142_12,PNN142_1,PNN142_1_M,"POLYGON ((100.59303 -1.47703, 100.592936 -1.475956, 100.593077 -1.475953, 100.593217 -1.475968, 100.593354 -1.476002, 100.593486 -1.476053, 100.59303 -1.47703))"
PNN218,72218_12,72218_12,PNN218_1,PNN218_1_M,"POLYGON ((100.88616 -1.92294, 100.887201 -1.923219, 100.887156 -1.923353, 100.887094 -1.923479, 100.887015 -1.923596, 100.886922 -1.923702, 100.88616 -1.92294))"
PNN219,72219_12,72219_12,PNN219_1,PNN219_1_M,"POLYGON ((101.13899 -2.26696, 101.139269 -2.265919, 101.139403 -2.265964, 101.139529 -2.266026, 101.139646 -2.266105, 101.139752 -2.266198, 101.13899 -2.26696))"
